"year","sex","age","deaths"
2022,"male",10,46.0334498262428
2022,"male",15,154.1119842009
2022,"male",20,276.200698957457
2022,"male",25,356.258872568314
2022,"male",30,456.331589581885
2022,"male",35,456.331589581885
2022,"male",40,664.482840970113
2022,"male",45,768.558466664227
2022,"male",50,866.629729337527
2022,"male",55,1065.92981511454
2022,"male",60,1296.94241249588
2022,"male",65,1435.04276197461
2022,"male",70,1784.36750937967
2022,"male",75,1717.24782395288
2022,"male",80,1887.37144287595
2022,"male",85,2858.0767979076
2023,"male",0,332.027617266513
2023,"male",1,84.2226620061142
2023,"male",5,50.1325369084013
2023,"male",10,86.2279634824503
2023,"male",15,176.466529917573
2023,"male",20,272.721000781703
2023,"male",25,389.028486409194
2023,"male",30,443.171626270268
2023,"male",35,539.426097134398
2023,"male",40,611.616950282496
2023,"male",45,878.322046635191
2023,"male",50,978.587120451994
2023,"male",55,1076.84689279246
2023,"male",60,1251.3081212337
2023,"male",65,1638.33130616656
2023,"male",70,1708.51685783832
2023,"male",75,1810.78723313146
2023,"male",80,1758.64939474672
2023,"male",85,2556.75938232847
2024,"male",0,302.650345687408
2024,"male",1,60.1292077524651
2024,"male",5,32.0689108013147
2024,"male",10,52.1119800521365
2024,"male",15,168.361781706902
2024,"male",20,256.551286410518
2024,"male",25,360.775246514791
2024,"male",30,416.895840417092
2024,"male",35,539.158562847104
2024,"male",40,633.360988325966
2024,"male",45,861.851977785334
2024,"male",50,1018.18791794174
2024,"male",55,1216.61430352488
2024,"male",60,1332.86410517964
2024,"male",65,1649.54459934263
2024,"male",70,1819.91068797461
2024,"male",75,2156.63425138842
2024,"male",80,1918.12172730364
2024,"male",85,2888.20627904341
1990,"female",0,886.382887366776
1990,"female",1,334.110071043975
1990,"female",5,87.4705754453097
1990,"female",10,48.2842941379681
1990,"female",15,62.8869400387216
1990,"female",20,84.4975147414441
1990,"female",25,101.942511393081
1990,"female",30,84.4975147414441
1990,"female",35,120.71073534492
1990,"female",40,128.758117701248
1990,"female",45,175.769091846126
1990,"female",50,240.330431351146
1990,"female",55,323.907139842202
1990,"female",60,348.944015155174
1990,"female",65,544.029824917331
1990,"female",70,587.136668346161
1990,"female",75,722.136091209492
1990,"female",80,777.577018857045
1990,"female",85,1288.596574747
1991,"female",0,743.924433451336
1991,"female",1,160.903493485711
1991,"female",5,36.2032860342849
1991,"female",10,54.3049290514274
1991,"female",15,58.3275163885701
1991,"female",20,94.5308024228551
1991,"female",25,90.5082150857123
1991,"female",30,88.4969214171409
1991,"female",35,146.824437805711
1991,"female",40,154.869612479997
1991,"female",45,164.926080822853
1991,"female",50,261.46817691428
1991,"female",55,301.694050285708
1991,"female",60,450.52978175999
1991,"female",65,491.654475012611
1991,"female",70,624.390482388737
1991,"female",75,695.666459319518
1991,"female",80,788.357591879094
1991,"female",85,1278.22874070139
1992,"female",0,743.008932714149
1992,"female",1,190.258352042707
1992,"female",5,46.0625483892869
1992,"female",10,40.0543899037277
1992,"female",15,68.0924628363371
